Date,Open,High,Low,Close,Volume
2021-06-09,32.5,32.75,28.6200008392334,30.520000457763672,29495300
2021-06-10,31.131999969482422,31.489999771118164,28.899999618530273,29.899999618530273,6395300
2021-06-11,30.889999389648438,31.979999542236328,30.200000762939453,31.5,3558600
2021-06-14,31.559999465942383,32.540000915527344,31.079999923706055,32.0,2916800
2021-06-15,32.27000045776367,32.27000045776367,30.299999237060547,31.989999771118164,5372500
2021-06-16,31.56999969482422,31.68000030517578,29.520000457763672,29.969999313354492,1573500
2021-06-17,30.142000198364258,30.850000381469727,29.020000457763672,29.700000762939453,1521500
2021-06-18,29.5,30.299999237060547,29.3700008392334,30.200000762939453,1133600
2021-06-21,30.489999771118164,30.559999465942383,29.739999771118164,30.0,1520400
2021-06-22,29.8700008392334,30.18000030517578,28.8799991607666,29.200000762939453,936800
2021-06-23,29.350000381469727,29.559999465942383,29.040000915527344,29.25,557400
2021-06-24,29.450000762939453,30.270000457763672,29.139999389648438,30.079999923706055,2232600
2021-06-25,30.190000534057617,30.190000534057617,28.15999984741211,28.5,1453500
2021-06-28,29.06399917602539,29.06399917602539,27.329999923706055,28.1200008392334,1193100
2021-06-29,28.309999465942383,28.389999389648438,27.520000457763672,28.149999618530273,1067700
2021-06-30,28.229999542236328,30.3799991607666,27.719999313354492,28.06999969482422,1638100
2021-07-01,27.8700008392334,29.899999618530273,27.860000610351562,28.100000381469727,2507800
2021-07-02,28.68000030517578,29.829999923706055,28.400999069213867,29.690000534057617,1223700
2021-07-06,29.639999389648438,29.68000030517578,28.149999618530273,28.700000762939453,1114600
2021-07-07,29.0,29.202999114990234,27.399999618530273,27.90999984741211,891200
2021-07-08,27.25,27.780000686645508,25.700000762939453,27.030000686645508,2536300
2021-07-09,27.100000381469727,27.3700008392334,26.75,26.780000686645508,1413700
2021-07-12,26.940000534057617,27.0,25.579999923706055,25.639999389648438,1219900
2021-07-13,25.5,27.450000762939453,23.829999923706055,26.389999389648438,3629000
2021-07-14,26.389999389648438,26.389999389648438,24.010000228881836,25.09000015258789,2142900
2021-07-15,25.0,26.299999237060547,24.540000915527344,25.940000534057617,1323400
2021-07-16,25.899999618530273,26.670000076293945,25.799999237060547,26.530000686645508,633300
2021-07-19,25.75,27.18000030517578,25.1200008392334,26.18000030517578,691800
2021-07-20,26.3700008392334,26.75200080871582,25.829999923706055,26.06999969482422,786600
2021-07-21,26.06999969482422,26.6299991607666,26.06999969482422,26.600000381469727,396500
2021-07-22,26.549999237060547,26.989999771118164,26.360000610351562,26.790000915527344,452500
2021-07-23,26.790000915527344,26.924999237060547,26.299999237060547,26.770000457763672,491300
2021-07-26,26.700000762939453,26.790000915527344,25.719999313354492,26.0,400600
2021-07-27,26.0,26.59000015258789,25.399999618530273,26.559999465942383,1218900
2021-07-28,26.729999542236328,27.68000030517578,26.6200008392334,27.190000534057617,1002300
2021-07-29,27.520000457763672,28.229999542236328,27.3700008392334,27.68000030517578,974600
2021-07-30,27.739999771118164,27.959999084472656,25.81999969482422,26.829999923706055,1918400
2021-08-02,27.0,27.520000457763672,26.440000534057617,27.18000030517578,1427000
2021-08-03,27.18000030517578,27.43000030517578,26.399999618530273,26.600000381469727,1414100
2021-08-04,26.65999984741211,28.75200080871582,26.18000030517578,27.84000015258789,963800
2021-08-05,27.989999771118164,28.049999237060547,27.40999984741211,27.540000915527344,260800
2021-08-06,27.729999542236328,27.799999237060547,27.15999984741211,27.280000686645508,238000
2021-08-09,28.309999465942383,30.350000381469727,27.850000381469727,30.170000076293945,1634100
2021-08-10,30.059999465942383,30.75,29.190000534057617,30.110000610351562,821400
2021-08-11,30.260000228881836,31.450000762939453,29.899999618530273,30.06999969482422,1728600
2021-08-12,28.350000381469727,28.5,25.280000686645508,27.510000228881836,7148400
2021-08-13,27.8799991607666,28.420000076293945,26.399999618530273,26.610000610351562,2012500
2021-08-16,26.899999618530273,26.985000610351562,24.549999237060547,24.81999969482422,1590400
2021-08-17,24.81999969482422,25.479999542236328,24.329999923706055,25.15999984741211,1160700
2021-08-18,25.3700008392334,25.920000076293945,25.1299991607666,25.350000381469727,849000
2021-08-19,25.070999145507812,25.190000534057617,23.959999084472656,24.299999237060547,1317600
2021-08-20,23.799999237060547,24.860000610351562,23.75200080871582,24.709999084472656,625300
2021-08-23,25.0,25.309999465942383,24.81999969482422,24.8799991607666,600700
2021-08-24,25.059999465942383,26.239999771118164,25.0,25.8700008392334,581600
2021-08-25,26.100000381469727,26.100000381469727,25.6299991607666,25.940000534057617,385000
2021-08-26,25.959999084472656,25.9950008392334,24.31999969482422,24.510000228881836,1274000
2021-08-27,24.579999923706055,25.90999984741211,24.559999465942383,25.81999969482422,730600
2021-08-30,29.799999237060547,30.010000228881836,26.829999923706055,27.010000228881836,3927400
2021-08-31,27.520000457763672,29.040000915527344,27.170000076293945,29.040000915527344,2339300
2021-09-01,29.520000457763672,30.290000915527344,28.549999237060547,29.219999313354492,1665600
2021-09-02,29.44300079345703,29.850000381469727,26.815000534057617,27.850000381469727,2722700
2021-09-03,27.90999984741211,28.31999969482422,26.760000228881836,26.959999084472656,2061800
2021-09-07,27.25,27.360000610351562,26.434999465942383,26.530000686645508,1453100
2021-09-08,26.530000686645508,26.827999114990234,25.31999969482422,26.06999969482422,1476600
2021-09-09,26.139999389648438,27.469999313354492,25.8799991607666,27.0,1378100
2021-09-10,27.440000534057617,28.239999771118164,26.799999237060547,26.8700008392334,2000200
2021-09-13,27.5,27.940000534057617,27.0,27.399999618530273,2102400
2021-09-14,27.3799991607666,27.979999542236328,27.25,27.549999237060547,1578800
2021-09-15,27.59000015258789,28.725000381469727,27.329999923706055,28.40999984741211,1187200
2021-09-16,28.170000076293945,29.8799991607666,28.02400016784668,29.469999313354492,2043600
2021-09-17,29.56999969482422,29.81999969482422,28.006999969482422,28.200000762939453,6863100
2021-09-20,27.25,27.479999542236328,25.149999618530273,25.885000228881836,2503100
2021-09-21,26.649999618530273,26.979999542236328,25.815000534057617,25.969999313354492,1741700
2021-09-22,26.030000686645508,26.329999923706055,25.260000228881836,25.969999313354492,1121700
2021-09-23,26.209999084472656,27.1200008392334,25.899999618530273,27.1200008392334,1023000
2021-09-24,27.020000457763672,27.6200008392334,26.59000015258789,26.8799991607666,771500
2021-09-27,26.950000762939453,27.110000610351562,25.450000762939453,26.010000228881836,1338600
2021-09-28,25.510000228881836,25.518999099731445,24.1200008392334,24.219999313354492,2127200
2021-09-29,24.84000015258789,24.84000015258789,22.700000762939453,22.969999313354492,3821200
2021-09-30,23.0,23.799999237060547,22.06999969482422,22.1200008392334,2768500
2021-10-01,22.209999084472656,22.45199966430664,21.5,21.889999389648438,2375800
2021-10-04,21.520000457763672,21.628000259399414,20.010000228881836,20.84000015258789,3032600
2021-10-05,21.030000686645508,21.139999389648438,20.350000381469727,20.8700008392334,2101900
2021-10-06,20.5,22.030000686645508,20.420000076293945,21.729999542236328,2037600
2021-10-07,22.6200008392334,23.25,22.149999618530273,22.149999618530273,2641500
2021-10-08,22.5,22.59000015258789,21.290000915527344,21.84000015258789,2844800
2021-10-11,21.649999618530273,21.799999237060547,19.780000686645508,19.84000015258789,2037800
2021-10-12,20.25,20.8700008392334,19.899999618530273,20.670000076293945,1991300
2021-10-13,20.959999084472656,22.649999618530273,20.700000762939453,22.459999084472656,2484500
2021-10-14,22.8799991607666,23.559999465942383,22.610000610351562,22.719999313354492,2857000
2021-10-15,23.059999465942383,23.399999618530273,22.270000457763672,22.510000228881836,2227900
2021-10-18,22.65999984741211,24.350000381469727,21.6299991607666,22.989999771118164,7081300
2021-10-19,23.81999969482422,25.39900016784668,23.719999313354492,24.6299991607666,5200100
2021-10-20,25.655000686645508,27.780000686645508,25.549999237060547,27.479999542236328,6054800
2021-10-21,26.649999618530273,27.59000015258789,26.110000610351562,27.469999313354492,3066700
2021-10-22,27.399999618530273,27.450000762939453,24.860000610351562,25.40999984741211,4443700
2021-10-25,25.5,29.209999084472656,25.5,28.280000686645508,7923400
2021-10-26,29.0,32.40999984741211,27.520000457763672,32.099998474121094,13148100
2021-10-27,33.04999923706055,37.900001525878906,31.75,32.36000061035156,16950000
2021-10-28,31.579999923706055,35.090999603271484,29.700000762939453,31.190000534057617,10313800
2021-10-29,30.559999465942383,32.400001525878906,29.8799991607666,30.600000381469727,3942500
2021-11-01,31.360000610351562,34.150001525878906,30.950000762939453,33.25,5529800
2021-11-02,34.470001220703125,34.47800064086914,30.770000457763672,32.529998779296875,4724100
2021-11-03,31.198999404907227,31.600000381469727,28.75,30.809999465942383,5937600
2021-11-04,30.899999618530273,30.989999771118164,28.0,28.229999542236328,7663300
2021-11-05,27.5,28.489999771118164,25.75,27.280000686645508,7262900
2021-11-08,27.360000610351562,28.1299991607666,26.209999084472656,28.100000381469727,4597800
2021-11-09,28.100000381469727,28.790000915527344,26.15999984741211,26.5,4467300
2021-11-10,25.920000076293945,26.639999389648438,24.690000534057617,25.110000610351562,6694300
2021-11-11,29.5,30.280000686645508,23.690000534057617,23.75,26296500
2021-11-12,24.510000228881836,26.84000015258789,23.600000381469727,24.290000915527344,57697700
2021-11-15,24.524999618530273,25.260000228881836,23.549999237060547,24.469999313354492,15989900
2021-11-16,24.31999969482422,24.31999969482422,22.65999984741211,23.399999618530273,14751300
2021-11-17,23.200000762939453,24.239999771118164,22.299999237060547,24.18000030517578,16313200
2021-11-18,24.43000030517578,24.709999084472656,23.6200008392334,23.950000762939453,8814600
2021-11-19,23.770000457763672,24.059999465942383,22.950000762939453,23.8799991607666,8355800
2021-11-22,23.600000381469727,23.979999542236328,20.309999465942383,21.3799991607666,14587500
2021-11-23,20.850000381469727,21.347999572753906,19.950000762939453,20.469999313354492,7153000
2021-11-24,20.290000915527344,22.670000076293945,19.93000030517578,22.489999771118164,6806600
2021-11-26,22.06999969482422,22.209999084472656,21.25,22.049999237060547,2946600
2021-11-29,22.5,22.604999542236328,20.040000915527344,20.510000228881836,9861800
2021-11-30,20.173999786376953,20.649999618530273,18.93000030517578,19.65999984741211,9254000
2021-12-01,20.0,21.010000228881836,18.440000534057617,18.540000915527344,9415600
2021-12-02,18.56999969482422,19.350000381469727,17.520000457763672,19.260000228881836,9356700
2021-12-03,19.010000228881836,19.020000457763672,16.899999618530273,17.889999389648438,9800700
2021-12-06,17.459999084472656,18.209999084472656,16.149999618530273,17.700000762939453,8006300
2021-12-07,18.920000076293945,19.940000534057617,18.790000915527344,19.280000686645508,10138300
2021-12-08,19.5,19.719999313354492,18.65999984741211,19.110000610351562,7201800
2021-12-09,18.43000030517578,19.299999237060547,17.549999237060547,17.809999465942383,7162300
